"team","departing_ppg","returning_ppg","transfer_ppg","net_ppg","mins","off_coeff","def_coeff","yusag_coeff","stars_5","stars_4","stars_3","num_star_players","avg_recruit_score","composite_score"
"Missouri St.",2.589839,5.836859,0,3.24702,0.742,-1.85540180343101,-1.61681709590322,-3.47221889933423,0,0,1,1,85.66,15.66
"Monmouth",1.50201,8.971739,0,7.469729,0.899220155968806,6.22047369109721,-0.240683146215173,5.97979054488206,0,0,2,2,83.39,24.3
"Montana",4.24937,6.9655292,0.843916,3.5600752,0.812,-2.32195120290601,3.10225211013143,0.780300907225458,0,0,2,2,83.33,24.01
"Montana St.",3.750459,7.0502,0,3.299741,0.608434939036578,0.692599776551973,-6.17597833037644,-5.4833785538245,0,0,0,1,76.67,6.67
"Morehead St.",6.457959,3.103731,0,-3.354228,0.540108021604321,-1.41789085800959,3.47357314422027,2.05568228621069,0,0,0,0,0,0
"Morgan St.",3.506985,-0.7079869,0,-4.2149719,0.465506898620276,-6.55787102255914,-3.80784354913091,-10.36571457169,0,0,0,0,0,0
"Mt. St. Mary's",2.13997,-0.1948848,0,-2.3348548,0.59368126374725,-8.09855173251591,0.518715288837882,-7.57983644367802,0,0,0,1,80.37,10.37
"Murray St.",7.089771,3.968163,1.49852,-1.623088,0.478,-3.58217053140358,3.12211660088521,-0.460053930518387,0,0,1,1,84.1,14.1
"N.C. A&T",2.472318,2.06072,0,-0.411598,0.423671874142303,-7.3890669162162,-7.88073102183374,-15.2697979380499,0,0,0,0,0,0
"N.C. Central",2.004828,4.180802,0,2.175974,0.489380717064452,-8.53258800774852,-2.26106740743564,-10.7936554151841,0,0,0,1,0,0
"Navy",3.77717,2.192737,0,-1.584433,0.535507101420284,-7.27267940518218,3.62179055445311,-3.65088885072905,0,0,0,1,0,0
"Nebraska",8.432619,5.616524,-0.465924,-3.282019,0.573114622924585,3.33452225937699,4.53036584331585,7.8648881026928,0,0,3,3,89.52,44.06
"Nevada",5.737634,2.745258,1.43802,-1.554356,0.5326,2.23561287926663,0.499528254750619,2.73514113401726,0,0,3,4,84.12,43.11
"New Hampshire",0.127633,5.743956,0,5.616323,0.838091435416251,-5.08498641731338,-0.322267665733414,-5.4072540830468,0,0,1,1,83.33,13.33
"New Mexico",1.28909,10.791085,0,9.501995,0.801760352070414,4.61275374561181,-0.49551516050433,4.11723858510747,0,0,3,3,84.88,33.63
"New Mexico St.",4.88245,3.139707,0,-1.742743,0.766553310662132,-3.05474424242441,7.48875017919069,4.43400593676625,0,0,1,1,85.88,15.88
"New Orleans",0.949064,3.339629,0.329456,2.720021,0.883422536071145,-2.54321054850702,-9.48601196012103,-12.029222508628,0,0,1,1,83.33,13.33
"Niagara",0.289406,2.835251,0,2.545845,0.5412,-9.92084688157724,-0.132796900418337,-10.0536437819956,0,0,0,0,0,0
"Nicholls St.",-1.255952,0.9431601,0,2.1991121,0.6206,-9.68489437124836,-4.47629639285013,-14.1611907640985,0,0,0,0,0,0
"NJIT",2.95785,5.58931,-0.438011,2.193449,0.64627074585083,-1.63931003517987,-1.71648613053053,-3.3557961657104,0,0,0,0,0,0
"Norfolk St.",7.557643,3.024366,0,-4.533277,0.539507901580316,-0.520980648214183,-5.12978194874451,-5.6507625969587,0,0,0,0,0,0
"North Carolina",9.30163,15.01186,0,5.71023,0.682063587282543,16.3327130510845,6.31001151098962,22.642724562074,1,2,0,3,98.29,62.95
"North Carolina St.",10.98063,6.040836,1.85428,-3.085514,0.52749450109978,6.54699772382474,2.43894820364292,8.98594592746766,1,3,1,5,95.69,67.41
"North Dakota",1.27406,6.4001455,0,5.1260855,0.860316189713828,0.626962830161203,-2.77069073324461,-2.14372790308338,0,0,0,0,0,0
"North Dakota St.",1.69458,6.707659,0,5.013079,0.811380305163519,-7.29211138987808,7.61510296343429,0.32299157355622,0,0,0,3,0,0
"North Florida",8.48461,9.574864,0,1.090254,0.527694461107779,7.79746519648725,-8.82052992796802,-1.02306473148078,0,0,0,0,0,0
"North Texas",0.777635,6.648403,1.17016,7.040928,0.666866506794564,-2.09414933315911,-7.03393951385197,-9.12808884701109,0,0,0,1,70,0
"Northeastern",10.156398,3.19719,0,-6.959208,0.34753049390122,0.275032993109316,2.06978508086388,2.34481807397321,0,0,0,1,0,0
"Northern Ariz.",2.174946,-0.324306,0,-2.499252,0.798964470630245,-6.81831815349944,-10.1711730724838,-16.9894912259833,0,0,0,0,0,0
"Northern Colo.",6.743691,1.29811,0,-5.445581,0.6468,-1.94340075943297,-9.00204787719435,-10.9454486366273,0,0,0,0,0,0
"Northern Ill.",1.47965,4.5229139,0,3.0432639,0.6654,-3.08889011403327,2.7019332085595,-0.386956905473783,0,0,0,1,76.67,6.67
"Northern Ky.",2.837837,4.897879,0,2.060042,0.608921784356871,-4.10644116979004,-1.42174782568815,-5.52818899547823,0,0,1,1,81.84,11.84
"Northwestern",5.60837,8.154014,0,2.545644,0.678471388555422,0.998675364583549,8.16702538198628,9.16570074656983,0,0,3,3,88.84,42.96
"Northwestern St.",-0.729462,8.040101,0,8.769563,0.830966193238648,2.07735972432487,-15.6240081262037,-13.5466484018788,0,0,0,0,0,0
"Notre Dame",8.58563,10.82409,0,2.23846,0.665,7.2335951600401,5.97371683692637,13.2073119969665,0,1,2,3,90.48,48.2
"Oakland",11.24387,7.17373,0,-4.07014,0.555311062212442,14.1425008551615,-6.55424398120206,7.58825687395948,0,0,0,1,0,0
"Ohio",2.00626,13.070786,0,11.064526,0.860172034406881,5.70768650453399,-4.0057466357081,1.7019398688259,0,0,1,1,83.33,13.33
"Ohio St.",-0.0435231,13.31642,0,13.3599431,0.7904,1.81384483145503,6.34599005006418,8.15983488151922,0,1,3,4,88,47.93
"Oklahoma",13.38878,6.17718,0,-7.2116,0.434513097380524,12.1056234744247,6.2560859571629,18.3617094315875,0,2,2,4,90.37,55.09
"Oklahoma St.",4.679842,7.632741,0,2.952899,0.599960814830193,-2.450617875491,9.34905205886573,6.8984341833747,0,0,4,4,87.15,44.08
"Old Dominion",7.751394,3.840278,0,-3.911116,0.58128374325135,-6.45036273609982,11.3667514762423,4.91638874014248,0,0,1,3,76.27,17.26
"Ole Miss",9.815209,5.36193,1.28909,-3.164189,0.418131415299318,5.7446550945385,2.24607756424311,7.99073265878163,0,0,5,5,86.92,42.23
"Omaha",6.6285,5.188885,0,-1.439615,0.440423830467813,12.5992491052837,-11.7663033351881,0.832945770095609,0,0,0,1,0,0
"Oral Roberts",7.94893,4.54499,0,-3.40394,0.626949220311875,1.9708125734496,-3.6693872967668,-1.69857472331717,0,0,0,0,0,0
"Oregon",5.35945,16.75601,0,11.39656,0.683336667333467,10.0430756098732,7.49636250278085,17.5394381126541,0,4,0,4,95.15,60.69
"Oregon St.",7.719879,6.61586,0,-1.104019,0.520493005966937,2.96825458292686,6.31842962411045,9.28668420703733,0,1,2,3,89.05,44.43
"Pacific",3.63172,3.689955,0,0.0582350000000003,0.847,-3.80738979683774,0.727549034826563,-3.07984076201119,0,0,0,0,0,0
"Penn",2.34692,4.901633,1.32135,3.876063,0.760704281712685,-3.72778476242494,-1.22660331469081,-4.95438807711575,0,0,1,1,84.85,14.85
"Penn St.",4.077921,4.725572,-0.123149,0.524502,0.590445732560464,-2.58597239210876,5.40232521775106,2.81635282564231,0,2,2,4,90.44,55.83
"Pepperdine",5.727614,4.785721,0,-0.941893,0.595480903819236,1.19783742216563,1.42560567139467,2.62344309356032,0,0,1,1,83.33,13.33
"Pittsburgh",4.87225,11.63838,0,6.76613,0.65347721822542,5.387639125941,8.59043598885452,13.9780751147956,0,0,1,1,89.76,19.76
"Portland",4.446653,8.376361,0,3.929708,0.6862,5.27013855362764,-7.65108592179574,-2.38094736816812,0,0,0,0,0,0
"Portland St.",4.873325,2.663442,1.30001,-0.909873,0.413117376524695,1.3031552717292,-8.11541169526217,-6.81225642353298,0,0,0,0,0,0
"Prairie View",1.321813,-2.3862133,0,-3.7080263,0.591473178542834,-12.2707592451969,-2.47771992406653,-14.7484791692634,0,0,0,1,0,0
"Presbyterian",3.632391,-0.071455,0,-3.703846,0.6304,-9.91169385399387,-2.09158027140271,-12.0032741253966,0,0,0,0,0,0
"Princeton",0,13.9504,0,13.9504,0.991398279655931,6.19217588636471,2.47874042095387,8.67091630731859,0,0,1,1,83.33,13.33
"Providence",9.251336,4.393864,0.686259,-4.171213,0.539184326269492,4.65013850702431,6.38637836556622,11.0365168725905,0,2,1,3,89.13,45.67
"Purdue",10.43102,7.00653,0,-3.42449,0.615523104620924,9.46104618346407,9.1092025622537,18.5702487457178,0,1,0,1,92.82,22.82
"Quinnipiac",0.259907,2.5341325,0,2.2742255,0.495674484947208,-8.90927482747434,-0.186815727808913,-9.09609055528325,0,0,0,1,0,0
"Radford",8.007429,0.385244,0,-7.622185,0.332,-1.93578171500977,-2.46064636479992,-4.3964280798097,0,0,0,0,0,0
"Rhode Island",3.87288,9.693893,0,5.821013,0.743002849857507,-0.860638845544694,7.75005526053621,6.88941641499155,0,0,4,4,84.57,35.02
"Rice",0.746056,8.762569,0,8.016513,0.812512492504497,1.44537859936251,-9.42455559532265,-7.97917699596013,0,0,3,3,85.2,34.51
"Richmond",5.519266,10.93222,0,5.412954,0.581716343268654,6.08098151276896,0.0295338438371123,6.11051535660612,0,0,2,3,80.91,29.6
"Rider",1.3020921,4.397574,1.74352,4.8390019,0.4914,-7.26474947255211,3.57965747886352,-3.68509199368856,0,0,1,1,82.12,12.12
"Robert Morris",1.701183,-0.21561015,0,-1.91679315,0.6172,-10.7756837319695,-0.434349639002686,-11.2100333709723,0,0,0,1,0,0
"Rutgers",0.989309,5.014219,1.12694,5.15185,0.528328870291002,-2.16959596188137,-6.31486970259717,-8.48446566447859,0,0,2,2,83.82,25.33
"Sacramento St.",1.924429,5.423173,0,3.498744,0.7522,-5.10494452630366,-3.0062826359024,-8.11122716220599,0,0,0,0,0,0
"Sacred Heart",6.24593,0.2072426,0,-6.0386874,0.474373890667595,-1.39304596961167,-9.24707219478785,-10.6401181643995,0,0,0,0,0,0
"Saint Francis (PA)",5.004025,0.0335661,0,-4.9704589,0.430243715217808,-5.8360455381945,-4.91507174069995,-10.7511172788945,0,0,0,0,0,0
"Saint Joseph's",12.050273,4.16528,0,-7.884993,0.353270654130826,8.25407761909075,3.41057175284081,11.6646493719315,0,0,1,1,84.35,14.35
"Saint Louis",2.639781,3.835617,0,1.195836,0.581632653061224,-5.04536174629804,1.16903519331371,-3.87632655298436,0,0,0,1,0,0
"Saint Mary's (CA)",0,17.460271,0,17.460271,0.981796359271854,0.70467242545844,11.6222583989733,12.3269308244317,0,0,2,2,86.99,31.14
"Saint Peter's",-0.457919,5.285938,0,5.743857,0.848830233953209,-10.0137724733528,6.22153004265332,-3.79224243069952,0,0,0,0,0,0
"Sam Houston St.",-0.577659,7.055077,0,7.632736,0.834466213514594,-3.01792987506508,-0.934477980990083,-3.95240785605516,0,0,0,0,0,0
"Samford",4.1588131,4.09586,0,-0.0629530999999997,0.3802,-1.13250449446958,-3.1765102465445,-4.30901474101407,0,0,0,1,76.67,6.67
"San Diego",2.835568,-1.01049922,0,-3.84606722,0.4552,-10.8620888578598,3.42057478630919,-7.44151407155071,0,0,0,0,0,0
"San Diego St.",3.81677,7.761303,0.556561,4.501094,0.669466106778644,-2.73806863277597,14.1006750040495,11.3626063712736,0,2,0,2,94.62,44.73
"San Francisco",11.108846,0.463964,0,-10.644882,0.3552,5.21368227348121,-7.99851507109631,-2.78483279761509,0,0,0,1,76.67,6.67
"San Jose St.",2.16561,3.127639,0,0.962029,0.691138227645529,-4.50988530632535,-0.673368705798551,-5.18325401212385,0,0,3,3,83.33,29.49
"Santa Clara",0,8.294458,0,8.294458,0.937791892396787,-3.62252339889252,-0.810070281705189,-4.43259368059768,0,0,0,0,0,0
"Savannah St.",-1.936534,1.19564,0,3.132174,0.300040032025621,-15.3892486921019,1.48116482577639,-13.9080838663254,0,0,0,1,0,0
"Seattle U",0.752936,3.1291638,0,2.3762278,0.750249950009998,-10.2043701959912,1.06023840097215,-9.14413179501899,0,0,0,0,0,0
"Seton Hall",4.722255,9.70112,-0.22572,4.753145,0.721544308861772,6.00572497523721,8.20235011609024,14.2080750913275,0,1,1,2,93.08,42.26
"SFA",11.75556,2.325132,0,-9.430428,0.348660535785686,4.22792801913003,7.98292534304823,12.2108533621782,0,0,1,1,86.88,16.88
"Siena",0.906497,11.95693,0,11.050433,0.749948667807382,4.58041979521536,-1.9565625385282,2.62385725668715,0,0,0,1,0,0
"SIUE",0.242239,3.673675,0,3.431436,0.554,-9.13178098311822,-0.834505535915702,-9.96628651903386,0,0,0,0,0,0
"SMU",10.7842,11.80791,0,1.02371,0.5428,7.51268150874138,9.65893074020704,17.1716122489484,0,0,3,3,87.58,41.17
"South Ala.",-1.875889,5.288682,0,7.164571,0.691861627674465,-4.1187795797801,-2.35509584243856,-6.47387542221863,0,0,3,3,82.35,27.83
"South Carolina",8.53507,6.014279,0,-2.520791,0.495899179835967,5.71173870656937,4.89285268025341,10.6045913868228,0,1,3,4,85.4,40.84
"South Carolina St.",4.583733,3.968272,0,-0.615460999999999,0.665666866626675,-3.17732630243244,-4.70343911480802,-7.88076541724046,0,0,0,0,0,0
"South Dakota",9.703877,0,1.29485,-8.409027,0.206641328265653,3.54240074387598,-8.02995131643451,-4.48755057255853,0,0,0,0,0,0
"South Dakota St.",8.023167,6.44151,-1.65561,-3.237267,0.452090418083617,4.01159902709637,2.27452022956693,6.28611925666333,0,0,0,0,0,0
"South Fla.",3.743059,3.866177,1.50404,1.627158,0.453727763341995,-6.06724192136598,2.71887382663435,-3.34836809473165,0,0,3,3,83.69,30.79
"Southeast Mo. St.",-1.21880881,2.078665,0,3.29747381,0.550269757062715,-7.66776677254778,-6.66043286928696,-14.3281996418347,0,0,1,1,81.62,11.62
"Southeastern La.",3.607968,1.453173,0,-2.154795,0.717640570785174,-5.94630689736239,-5.34201547196792,-11.2883223693303,0,0,0,0,0,0
"Southern California",7.9887,9.77218,0.725635,2.509115,0.4982,10.5160907112643,1.39139782649052,11.9074885377548,0,1,3,4,89.63,52.03
"Southern Ill.",5.2375,6.17024,0,0.93274,0.669467787114846,2.49264836486979,0.251867828820235,2.74451619369004,0,0,0,0,0,0
"Southern Miss.",1.613698,3.121413,0,1.507715,0.711803544538399,-10.3193730606729,0.602965237059587,-9.71640782361338,0,0,0,1,80.71,10.71
"Southern U.",3.9895693,2.680964,0,-1.3086053,0.607485988791033,-4.03868585591565,-1.53407061119684,-5.5727564671125,0,0,0,0,0,0
"Southern Utah",1.904069,4.117338,-0.37353,1.839739,0.397515422539394,-5.72024720808376,-10.3860066780763,-16.1062538861601,0,0,0,0,0,0
"St. Bonaventure",7.94505,8.955228,1.98922283,2.99940083,0.5102,6.17902128045414,0.206159778343006,6.38518105879715,0,0,1,1,81.12,11.12
"St. Francis Brooklyn",2.0661377,0.964982,0,-1.1011557,0.490742451679663,-10.6893712723715,1.71253634482888,-8.97683492754267,0,0,0,0,0,0
"St. John's (NY)",3.462728,2.417728,0,-1.045,0.4663721970836,-1.3089492100782,-1.47091308184894,-2.77986229192721,0,3,0,3,95.39,57.31
"Stanford",3.6631,7.6795301,0,4.0164301,0.701556629092861,0.158279572641691,6.28552602521319,6.44380559785487,0,2,0,2,94.13,43.58
"Stetson",-0.875781,9.25845,0,10.134231,0.872,2.15174327839818,-10.7980448969436,-8.64630161854541,0,0,0,0,0,0
"Stony Brook",8.675468,1.82882,0,-6.846648,0.490101979604079,-0.734757343238293,5.79514549438406,5.06038815114576,0,0,0,1,0,0
"Syracuse",9.97401,7.38866,7.21325,4.6279,0.351,2.62287301742852,11.4907072958901,14.1135803133186,0,3,0,3,97.77,61.86
"TCU",2.53555,5.102722,0.597107,3.164279,0.792175334038258,-1.55867000031449,4.40971584905638,2.85104584874192,0,1,2,3,89.03,45.59
"Temple",6.93989,4.763249,0,-2.176641,0.561312262452491,0.230407680707632,6.81459675396311,7.04500443467071,0,0,3,3,85.05,35.13
"Tennessee",10.68625,5.65401,1.41481,-3.61743,0.450290058011602,5.14116660254054,1.61426085077825,6.75542745331878,0,0,6,6,87.64,45.34
"Tennessee St.",4.749622,2.554158,0,-2.195464,0.456891378275655,-1.99765547614743,1.6793342982493,-0.318321177898093,0,0,0,0,0,0
"Tennessee Tech",7.284755,4.545364,0,-2.739391,0.4114,3.10630967535654,-5.08326993396144,-1.97696025860489,0,0,0,1,0,0
"Texas",10.901186,2.97606,1.29501,-6.630116,0.368273654730946,3.47211683824017,10.0128173950198,13.4849342332599,2,2,0,4,97.55,67.29
"Texas A&M",10.34268,8.0563,0,-2.28638,0.4506,6.69443440321967,10.3347083497105,17.0291427529302,0,3,1,4,93.29,61.3
"Texas Southern",7.592545,3.7312,1.198541,-2.662804,0.27374525094981,0.0320332650713337,-1.5311590463662,-1.49912578129486,0,0,0,1,0,0
"Texas St.",5.299682,2.416425,0,-2.883257,0.420884176835367,-8.89170121286666,5.61815625950819,-3.27354495335851,0,0,0,2,0,0
"Texas Tech",6.26263,10.77562,3.66332,8.17631,0.674469787915166,4.5596838233104,6.59365081343853,11.1533346367489,0,0,1,1,84,14
"The Citadel",3.820169,2.49837,0,-1.321799,0.490501899620076,9.80346090326256,-23.5219036254642,-13.7184427222017,0,0,0,0,0,0
"Toledo",5.25787,9.7444,0.910305,5.396835,0.641743302678929,3.12695257490357,0.432804482898176,3.55975705780173,0,0,1,1,84.1,14.1
"Towson",4.0305622,6.601948,0,2.5713858,0.700740148029606,-2.13661953739563,3.20707807983961,1.07045854244399,0,0,1,1,83.33,13.33
"Troy",1.42913,4.308871,0,2.879741,0.812,-5.07362147132238,-3.0692906069524,-8.14291207827474,0,0,0,0,0,0
"Tulane",3.75156,1.753764,0,-1.997796,0.6054,-3.92689901154107,2.61029319059555,-1.31660582094551,0,0,2,3,82.28,33.56
"Tulsa",12.717214,2.16245,0.573361,-9.981403,0.178564287142572,4.59208409043742,4.57245299070866,9.16453708114608,0,0,1,4,74.15,16.61
"UAB",2.25496,9.5508981,0.857995,8.1539331,0.8496,4.10663953843284,0.0579410400585875,4.16458057849142,0,0,0,1,76.67,6.67
"UC Davis",3.223103,0.452809,0,-2.770294,0.6812,-9.25007972318871,4.51574752269487,-4.73433220049376,0,0,0,0,0,0
"UC Irvine",5.89523,4.56641,0,-1.32882,0.441711657668466,0.432553095486831,6.11576716539723,6.54832026088405,0,0,1,1,83.33,13.33
"UC Riverside",4.19932,3.088652,0,-1.110668,0.633653461384554,-5.501168511159,0.861682847358627,-4.63948566380042,0,0,1,1,83.33,13.33
"UC Santa Barbara",6.90496,3.54951,0,-3.35545,0.446,-0.376865471516815,5.55063948606376,5.17377401454697,0,1,1,4,79.54,35
"UCF",4.230988,4.38118,0.10797,0.258162,0.527611044417767,-2.16586069510909,1.54957402789783,-0.616286667211272,0,0,1,1,87.17,17.17
"UCLA",3.380653,13.17922,0,9.798567,0.748549709941988,7.22747403614498,1.98767642801025,9.21515046415522,2,1,0,3,99.14,64.97
"UConn",9.91379,3.94243,0.75791,-5.21345,0.419832067173131,3.66058514602193,11.0451201322365,14.7057052782583,0,4,1,5,94.99,65.92
"UMass Lowell",0.664901,4.411678,0,3.746777,0.8328,1.59036407030359,-13.2247479916162,-11.6343839213126,0,0,0,0,0,0
"UMBC",0.568095,8.046777896,0,7.478682896,0.899416988070679,-2.48504389487216,-11.2298447435066,-13.7148886383787,0,0,0,0,0,0
"UMES",4.19557,0.413496,0,-3.782074,0.596319263852771,-6.44881267032638,-5.47100937577278,-11.9198220460992,0,0,0,0,0,0
"UMKC",0.8420342,7.917473,0,7.0754388,0.712942588517703,-3.72282043531661,-1.6953353406963,-5.41815577601292,0,0,0,0,0,0
"UNC Asheville",4.53036,4.776937,0,0.246577,0.533013205282113,0.926785785996754,1.22747435832153,2.15426014431829,0,0,0,1,0,0
"UNCG",3.33522,5.184981,0,1.849761,0.761334784185709,-2.47495805865077,-1.43801615051702,-3.91297420916778,0,0,0,0,0,0
"UNCW",1.74574,9.7973,0,8.05156,0.691661667666467,6.73120266021677,0.138801838133278,6.87000449835005,0,0,1,1,83.79,13.79
"UNI",9.52485,6.656902,0,-2.867948,0.485,-1.26617894068909,10.0116737213091,8.74549478062006,0,0,1,1,82.18,12.18
"UNLV",9.590998,0,1.85901,-7.731988,0.169867947178872,6.37111435442798,-1.59224066520008,4.77887368922792,0,1,1,3,86.82,42.82
"USC Upstate",0.087134,5.114587,0,5.027453,0.860055977608956,-5.91072705710724,-6.58718020580426,-12.4979072629115,0,0,0,0,0,0
"UT Arlington",0,9.47328,0,9.47328,0.85988060382524,6.3242670545105,-0.0422117282044167,6.28205532630608,0,0,0,0,0,0
"UT Martin",7.597608,2.579283,0,-5.018325,0.34093637454982,-1.87444999363837,-1.43289741737249,-3.30734741101084,0,0,0,1,0,0
"Utah",11.87737,5.19267,3.279072,-3.405628,0.267853570714143,6.99987385809093,7.71271305654808,14.712586914639,0,1,4,5,87.82,48.99
"Utah St.",6.32663,6.24841,0,-0.07822,0.482303539292142,2.27814683490165,0.400230412517551,2.67837724741918,0,0,3,4,82.09,37.12
"Utah Valley",6.64639,-0.094188,0,-6.740578,0.2834,2.69932516275771,-10.8178429372351,-8.11851777447736,0,0,0,0,0,0
"UTEP",5.211643,3.993754,0,-1.217889,0.550654853620955,1.74027197340078,-5.54771318473327,-3.80744121133251,0,0,1,1,81.93,11.93
"UTRGV",3.697494,1.116871,0,-2.580623,0.373541615402239,-8.50877923008427,-8.18242146988167,-16.691200699966,0,0,0,0,0,0
"UTSA",4.64267,0.0117220000000001,0,-4.630948,0.785174733497392,-1.8323084225125,-13.3087254918589,-15.1410339143714,0,0,0,1,0,0
"Valparaiso",4.926169,7.946552,0,3.020383,0.489902019596081,0.81288100117378,10.3962244855285,11.2091054867023,0,0,0,0,0,0
"Vanderbilt",6.78353,9.295642,0,2.512112,0.635527105421084,6.80170820333334,8.81503141872538,15.6167396220587,0,1,1,2,91.22,38.46
"VCU",5.39185,8.4383636,0,3.0465136,0.651069786042791,6.84246188798188,6.19035112547054,13.0328130134524,0,1,2,3,89.65,47.35
"Vermont",1.77325,8.876705,0.944514,8.047969,0.8568,0.732087373643877,-0.3783787824478,0.353708591196065,0,0,1,1,81.65,11.65
"Villanova",7.94178,16.98946,2.1398,11.18748,0.723655268946211,9.88534968149003,13.2932327502735,23.1785824317635,1,0,1,2,95.03,45.9
"Virginia",10.40789,8.700944,2.33647,0.629524,0.568913782756551,3.47756849291773,17.7622040605832,21.2397725535009,0,4,0,4,97.45,66
"Virginia Tech",1.706878,10.82116,0,9.114282,0.844337735094038,6.59398835313386,3.11516834851061,9.70915670164445,0,0,3,3,84.51,32.93
"VMI",0.497428,3.4775997,0,2.9801717,0.706649160648973,-5.85994704446904,-5.38691060254623,-11.2468576470153,0,0,0,0,0,0
"Wagner",0.199361,6.470509,0,6.271148,0.647116229140236,-6.60668065498796,3.59847178736695,-3.00820886762098,0,0,0,0,0,0
"Wake Forest",6.97724,3.74457,3.80612,0.573449999999999,0.603879224155169,5.60171542154903,-0.913704586666543,4.68801083488246,0,0,4,4,87.03,41.63
"Washington",10.53531,4.81932,0,-5.71599,0.511302260452091,15.4404476288644,-5.718256784083,9.72219084478141,1,0,2,3,91.78,52.07
"Washington St.",1.75751,6.63698,0,4.87947,0.606847697756789,0.214354023326339,-1.33014949957529,-1.11579547624891,0,0,3,3,85.21,34.51
"Weber St.",3.20493,5.579883,0,2.374953,0.847261095561775,-2.13588142281478,3.30616998513717,1.17028856232241,0,0,1,1,81.87,11.87
"West Virginia",9.46759,8.917924,0,-0.549666,0.657931586317263,10.0850954300108,10.118915565693,20.2040109957038,0,0,3,3,87.35,39.57
"Western Caro.",8.10835,-0.6844681,0,-8.7928181,0.403119376124775,-1.33796077546332,-1.74146032355304,-3.0794210990164,0,0,0,0,0,0
"Western Ill.",4.213937,3.209235,0,-1.004702,0.613081166272656,-4.52597148974354,-1.05071072996723,-5.57668221971076,0,0,0,0,0,0
"Western Ky.",5.676122,3.43289,2.335006,0.091774,0.296281487405038,1.87486225465193,-2.88936737929889,-1.01450512464698,0,0,0,1,0,0
"Western Mich.",0.30133,7.771566,0,7.470236,0.649270145970806,0.332056100421189,-1.89245705501674,-1.56040095459557,0,0,0,0,0,0
"Wichita St.",7.808998,3.17664,0,-4.632358,0.487097419483897,4.05130677916077,13.6125184462343,17.663825225395,0,0,3,3,86.17,37.76
"William & Mary",4.92013,9.88239,0,4.96226,0.724544908981796,6.05842903324794,0.0166336745228727,6.07506270777082,0,0,0,1,0,0
"Winthrop",4.19785,6.6853343,0,2.4874843,0.7166,6.40177063379835,-6.04190306472648,0.359867569071891,0,0,0,0,0,0
"Wisconsin",0,14.94909,0,14.94909,0.997399479895979,-0.804972487364253,13.5101107425662,12.705138255202,0,0,2,2,83.69,24.69
"Wofford",4.475988,6.22559,0,1.749602,0.4938,-1.93202596456906,0.240359799209201,-1.69166616535985,0,0,1,1,83.33,13.33
"Wright St.",4.667971,3.182812,0,-1.485159,0.4664,-5.98804566423795,7.59737085385621,1.60932518961827,0,0,0,0,0,0
"Wyoming",5.5409,6.002099,0,0.461199,0.7468,-1.37083460285455,1.38985407669231,0.019019473837794,0,0,0,1,0,0
"Xavier",6.28406,12.91804,0.759643,7.393623,0.613077384523095,12.5820794004556,4.74854693945998,17.3306263399156,0,2,1,3,93.87,54.66
"Yale",11.712675,0.311379,0,-11.401296,0.259555733440064,1.48342919155795,9.22190144509642,10.7053306366544,0,0,2,2,85.42,28.18
"Youngstown St.",0.389764,6.133064,0,5.7433,0.797719087635054,3.07211881670614,-12.9969325104771,-9.92481369377096,0,0,0,0,0,0
